text,label,score
还可以吧，要是冻干再多点就好了，家里挑食小猫还可以接受，快递很快，包装好，吃的差不多了，冻干先挑出来吃掉了，总体还不错，价格也合算,好评,5
我家这个大橘一直吃的都是这一款猫粮，长得快，猫咪很爱吃，花纹也很漂亮，毛色很漂亮。 这个冻干粮猫咪吃了适口性也很好，小猫咪吃很合适,好评,5
家里养了2只猫，猫粮的消耗量大一些，每次买就买大包装20斤的，里面有分装10包，每次都把一袋倒出来放在透明盒子里，对猫是个残忍的诱惑。天天围着我转，就是要吃，说明猫粮口感应该还是不错的。,好评,5
猫粮很好吃，小猫咪很爱吃，量特别大，特别实惠，小猫很喜欢，吃得特别香，包装也很高档，物流也很快，一两天就到了，包装完好细致,好评,5
麦富迪双拼粮嗯是专门给猫准备的猫粮添加了冻干三文鱼的颗粒。嗯，添加了鸡肉蔓越莓，含益生元嗯，这个肉粒超大猫很爱吃，经常购买,好评,5
家里有猫有狗，平时有买很多麦富迪的宠物零食、牛肉粒，鸡肉干、猫条等都是买的麦富迪，感觉性价比还是蛮不错的，狗狗和猫咪都喜欢吃，身体也是棒棒的，可以信赖。,好评,5
一直用麦富迪猫粮，小猫猫很爱吃，也没什么问题！里面有鸡蛋干，猫猫很爱吃！我家大猫也一直在吃，很不错，一直都在购买，还会继续购买！,好评,5
我家三年前捡的一只小流浪猫，银渐层妹妹，一直吃的都是这款麦富迪双拼猫粮，里边有很多小冻干，适口性非常好，猫咪爱吃，而且长肉快,好评,5
给孩子换了好多粮，比麦富迪贵的也不少，总是吃两口就不吃了，后来买的麦富迪，孩子真的喜欢吃，啥口味的都爱，这就一直买麦富迪了，每个月一袋，质量很好，孩子发腮的也不错，身体倍棒～,好评,5
这款猫粮来了很多次了，非常信赖这个牌子。从21年开始买的，没换过其他牌子。家里好几个小猫，都很喜欢吃这款猫粮。他家的罐罐和猫条也很好。,好评,5
我们家猫孩子一直用这个猫粮，挺好的，价格合适，小包装不会潮，很好，物流也很快，我的都是隔天就到了，双十一活动价格也挺好的，多买了几包。,好评,5
这款麦富迪双拼粮是家中常备猫粮，添加了冻干三文鱼颗粒，冻干鸡肉蔓越莓益生元颗粒，促进肠胃蠕动，提升肠动力，有助肠道环境健康，猫咪非常爱吃。,好评,5
麦富迪大品牌值得信赖，小猫们都很喜欢吃，已经买了34 年了，京东服务好，配送快，送货上门货方便，猫粮口味好，日期新鲜。推荐大家购买^_^^_^,好评,5
麦富迪猫粮大品牌值得信赖，两个小流浪猫从小一直吃到现在，从骨瘦如柴，瘦骨嶙峋吃到膘肥体壮，很讨人喜欢，两个小家伙很喜欢吃，每半个月吃一袋，每次都是三袋一块买。,好评,5
自从领养了我们家一百以后，一直给他吃麦富迪猫粮，从幼猫粮吃到成猫粮，现在稳定稳定每年吃40斤冻干双拼粮，价格合适就下单，省心。,好评,5
麦富迪的猫粮种类挺多的，选的都是带冻干的，这款双拼粮这次买了两种口味，鸡肉的和三文鱼的，两只馋猫都喜欢吃，那就时常调换一下口味吧。,好评,5
猫粮一直吃这个牌子，猫孩子们都特别喜欢，一个月得吃23 袋儿物美价廉，让孩子们吃了非常健康，没有生过病，所以还还是很不错的，性价比很高,好评,5
这款猫粮非常适合我家的小猫咪吃。听朋友说，它吃了之后，毛色发亮，不易脱毛。虽然猫咪有点软便，但朋友推荐这款猫粮，希望对它有所帮助。,好评,5
麦富迪大品牌，值得信赖的一款，而且还是经常复购的一款猫粮，家猫和流浪猫我都买的麦富迪，而且里面都有冻干，含蛋白质，猫孩子吃了也长肉，,好评,5
麦富迪的忠实粉丝，外面养了七十几只流浪毛孩子，双十一价格优惠，多囤一点给毛孩子们，大品牌值得信赖，物美价廉，这款粮适口性也很好，小猫们很喜欢吃,好评,5
这款麦富迪猫粮送货速度快，包装完整严实，自有工厂生产，全价营养成分均衡，每只毛孩子都能吃得健康又开心。特别推荐给各位铲屎官们使用。,好评,5
内有10小包，共20斤，有活动就来购买，家里有两只猫，消耗量比较大，猫还挺爱吃，一直是购买的这个品牌，应该还会购买下去。,好评,5
忠实老客户了 每一周都要买一袋，这一次买了两袋，天气冷，小猫咪们饭量也加大了，感觉现在一周半就得迟两包。以前都是给他们吃鲜朗。太贵了，感觉没必要，这个也很好。,好评,5
猫猫很喜欢 特别是里面的冻干 天天扒拉里面的冻干 哈哈哈哈 喵喵吃的很毛茸茸 很开心 喜欢 下次有需要会再来的爱麦富迪品牌,好评,5
家里的小猫一直都吃的麦富迪的这款全价猫粮，一直反应都挺好的，适口性可以，京东上购买也有活动，从官方店购买速度很快，第二天就能到，多给小猫过年囤点。,好评,5
不错小猫喜欢吃，小猫通常喜欢吃肉类、鱼类和专门的猫粮，对高蛋白食物特别感兴趣。性价比高，可选，我们家吃皇家+麦富迪双拼。,好评,5
京东一站式购物方便快捷，京东物流也很快，以前买的其他款的猫粮，我家咪咪吃了一直没长肉，最终决定换一款猫粮，选来选去'最终选择了这款猫粮，先试试咪咪还很喜欢吃，喜欢就继续吧,好评,5
家里小猫咪从小到大都吃的麦富迪的猫粮 从幼猫粮到成猫粮 双十一活动 性价比超高 正好家里猫粮消耗殆尽 果断入手一大袋子 赞,好评,5
麦富迪大品牌猫粮值得信赖，已经买了34 年了，口味好好吸收，小猫们都很喜欢。一个月大概是买30~32包，性价比高配送快，大品牌值得信赖。推荐大家购买。,好评,5
性价比超高，已回购多次，适口性好，家里的猫主子和单位的流浪猫都喜欢，特别是冻干猫猫们老喜欢了，吃的摇头晃脑的，值得信赖，,好评,5
猫咪自从换了这个牌子的猫粮，各方面都有所改善，活泼开朗，经常在家跑酷，并且特别喜欢吃，饭量还提高了，真心不错，值得信赖。,好评,5
便宜是便宜，猫吃了吐，不推荐,中评,3
在一个阳光明媚的日子里，精挑细选了麦富迪的这款小猫猫猫粮，经过快速的运输，完好无损的到了猫猫主人手里，十分的丝滑妥帖，猫猫也爱吃，满意。,好评,5
麦富迪和子品牌佰粹相比，家里的蓝猫还是喜欢吃麦富迪这款猫粮，每次吃麦富迪都是狼吞虎咽的，吃佰粹猫粮就显得很随意，吃几口就不吃了。,好评,5
每次搞活动都会囤好多猫粮，这一款吃了一年多，两只猫都很喜欢，这次活动也很优惠，满意满意 里面有颗粒状的冻干，猫猫都还蛮喜欢吃的,好评,5
这款猫粮性价比不错，之前买过多次，猫咪也喜欢吃。总体来说，质量尚可，价格公道。同时，京东送货速度快，次日达，值得推荐。。,好评,5
这款麦富迪猫粮真的是太棒了！里面的配料非常丰富，营养十足~🐾🍗我家猫咪特别爱吃，每次都吃得津津有味，双十一囤货中了💖强烈推荐给所有养猫的小伙伴们！！,好评,5
我家里的猫咪宝贝，自从换了麦富迪的这款双拼猫粮，就变得胖乎乎的，腮帮子也鼓起来了，腰也变粗了！再加点麦富迪的舒然鱼油粮，也不掉毛了！,好评,5
给流浪猫的补货，一直在给小流浪们买这款麦富迪的主粮，价位适中，长期投喂的话钱包也比较能接受，性价比不错，适口性也很好，小流浪们都很爱吃,好评,5
这个粮感觉还不错，猫猫还蛮喜欢吃的，本来只买了4袋，已经吃完两袋了，感觉还可以回购，之前他们都说低价的这个猫粮都是毒猫粮，但是我看着还行，猫猫吃了两三个月了，感觉也长的挺壮实的，也没有生病或者什么呕吐啊，软便之类的,好评,5
这个特别的好 价格合适 很好这个质量好 味道好 小猫爱吃 我家是布偶吃着特别的好 很好这个猫粮 大品牌 质量好 吃的好 抗饿,好评,5
每次都是买10 公斤的粮，里面是10 小袋，每袋两公斤非常方便储存，每小袋上都有小锁口，基本上半个月就有一袋粮，家里的猫和外面的猫都吃的这一款里面的冻干分量非常足猫咪特别爱吃。,好评,5
猫咪爱吃，以前也买过，颗粒大小合适，含肉量也足，里面富含的营养成分能让满足猫咪的健康需求。物流也很快服务态度很好。包装严实没有破损。,好评,5
这款猫粮是我家猫猫吃的不是第9袋就是第十代了记不清了，中间也换过两次 都没有这个爱吃 一袋大概吃四个月左右，非常不错的一款猫粮,好评,5
麦富迪的奶糕幼猫粮， 家里小猫真的很喜欢！！！ 闻起来真的很香 蛋黄味道很浓郁！ 刚上有活动买的真的很便宜 麦富迪也算是平价粮里的天花板了,好评,5
挺好的，也没有那么少，也没有那么多，还行吧，真的比之前买的好多了，我都感觉到很香，我一倒给它，它就开吃了❤️❤️,好评,5
京东物流速度很快，头天下单第二天就送到了。货物包装完好无破损，京东物流依然那么给力。这款猫粮性价比比较高，我家毛孩子很喜欢吃。不错。,好评,5
这款麦富迪双拼粮真不错，猫咪爱吃，颗粒饱满营养足～📦🐱✨ 包装严实，物流快，客服也贴心，值得回购！👍💖💕💕,好评,5
已经多次购买了，猫咪很爱吃，京东物流速度快，服务质量好，东西便宜，而且质量好，物美价廉，买的放心，用的开心，东西品种多，而且又特别全，划算方便，包装很好，而且没有任何损坏,好评,5
京东旗舰店值得信赖，京东快递速度很快，隔天就能送达收到包装完好没有破损，家里猫一直在吃这款猫粮，质量很好猫也很爱吃，希望商家多搞活动,好评,5
买来喂流浪猫的，猫妈妈生了一窝小流浪，太能吃了，麦富迪性价比非常高，喂自家猫和流浪猫都放心，还会继续回购的～～哈哈哈哈哈哈哈,好评,5
猫还挺爱吃的，这次购买没注意，还没吃完，连续买了3次，家里就有几十斤猫粮了，不过日期比较新，慢慢吃，我家其中一只猫爱吃猫粮，另外一只喜欢吃人类的食物。,好评,5
这款猫咪粮食家里已经反复重购了，东西还是很不错的，肉眼可见，里面配备了三文鱼和鸡肉，猫咪很喜欢吃，而且吃了这款猫粮后，猫咪的毛发很旺盛，油光发亮，很可爱,好评,5
哎呀，这个猫粮了，买过很多次了，家里一只小野猫已经喂了3年了，他就爱吃这个猫粮。今年这个猫粮吃的就比较快一些，因为他带了3个小伙伴一起来吃，冬天了，猫猫也很可怜，流浪的猫猫也没地方吃东西，多买一点喂吧,好评,5
卖富迪的猫粮猫罐包零食，我买过无数次，这一款猫粮他是有冻干的，猫咪会特别喜欢吃，量也比较大，年前同一次或年后再囤一次货也能跟得上,好评,5
这是无限回购的一款猫粮，是我家猫猫和小流浪们每天的饭饭。猫粮颗粒适中，加有冻干。每包1公斤，一大袋里10包，打开一包吃两天。,好评,5
很棒的店铺，已经多次回购，猫粮的质量非常好，家里猫猫很喜欢吃，这次趁双十一搞活动，一次性买了很多！包装箱也非常好，很棒的购物体验！,好评,5
家里这个小猫咪还特别喜欢吃这一款猫粮的，尤其是这款猫粮的性价比很高，家里一共有78 只小猫，性价比比较高，一直在购买还会考虑继续回购,好评,5
这款10 公斤的粮非常实惠，里面的升级款超肉粒冻干分量十足，个头大，猫咪特别特别喜欢吃家里的猫，吃了好多年了，外面的小流浪也给的这一款，里面是小袋分装的方便储存,好评,5
麦富迪大品牌值得信赖，之前买的是20 斤一大包的猫粮，现在买4斤的可以吃2天，外面小猫很多猫粮口味好好吸收有营养小猫们都爱吃金东服务好配送快送货上门隔日达推荐大家购买,好评,5
已经买了这个品牌好几次了，家里的小猫非常喜欢吃。口感上我自己也尝了一下，还是不错的。家里的猫大人也吃的比较习惯。唯一的缺点就是贵了点。,好评,5
这款麦富迪猫粮真的超赞！里面添加的大块冻干肉粒，我家猫猫看到就冲过来，吃得特别香。双拼搭配营养很全面，毛发都油亮了不少。关键是它适合全阶段猫咪，省心又放心，会一直回购！,好评,5
味道不错，小猫咪非常爱吃，，，我一天为两顿，，买的一大包，，，来了发展都是小包装的，，非常不错，，这款猫粮会一直回购的,好评,5
多次回购啦，猫咪们都很爱吃，口感好，营养价值丰富，价格实惠，吃的毛发丝滑柔顺，好细腻哦，推荐给朋友啦，会继续回购的。,好评,5
一直吃这款猫粮，猫宝也很爱吃。趁着双十一价格屯了两袋。给外面带着猫仔野猫也准备一袋。每天都准时来吃，小猫仔也能吃爱吃。大大的赞！,好评,5
麦富迪的产品不错，还看见谢霆锋来做广告，知道谢霆锋家里也有猫猫，所以放心点，家里的猫狗食品都用卫仕和麦富迪的，猫猫狗狗都喜欢。,好评,5
配料表干净，猫咪很喜欢吃，回购了好几次了，价格不贵，是大厂生产，值得信赖，猫咪现在吃的也很胖，肥嘟嘟的，没有什么问题，很喜欢不错不错,好评,5
🐱家里的宝贝们最爱这款麦富迪冻干双拼啦！这款猫咪食品不仅口感丰富，还有丰富的营养成分，让它们吃得开心，长得健康！快来试试吧～🍖👍,好评,5
回购，囤不起来了，这款猫粮涨价了，粮还是好的，就是比以前贵，等有活动了，再买，没什么优惠活动就少买，主打一个真诚采购囤货,好评,5
这是养猫六七年第一次买麦富迪家的猫粮，也是我家两只猫第一次换猫粮，两小只很喜欢这个款，新口味确实不错的喜欢吃，颗粒饱满不大，没有细碎，冻干也小小的一颗刚刚好！,好评,5
麦富迪家的猫粮狗粮性价比真的超级高，好多大牌子的更贵的猫粮狗粮的配料表，也不如麦富迪好，这个第一位起码是肉，便宜的时候15元1kg,好评,5
这个味道还挺不错的呢，我家两只小猫咪都比较喜欢，还有这个独立包装也特别爱时间久，我不会犯愁，这次活动又囤了一袋，不过就是吃的比较快,好评,5
这款猫粮猫咪很喜欢吃，猫咪从小到大就挑食，之前买过其他品牌的猫粮，宝贝都不喜欢吃，麦富迪喜欢的猫粮我家宝贝非常喜欢吃，我就换着品种给她吃,好评,5
一直给这个小家伙买的麦富迪，中途换了其他的不爱吃，一开这个袋子听到声音就跑过来了。 感觉以后也会一直买这个猫粮了，性价比也高，👍,好评,5
你猫很爱吃，一直用的这个干猫粮，配合着其他的世贸粮一起还是挺不错的。猫吃这个也没见着明显的发胖，吃的比较多也没关系，还会继续购买,好评,5
活动购买的，稍微便宜了点。猫孩子挺爱吃的，比较之前的包装，这个款颗粒较小些。新旧混装一起喂时，猫孩子优先吃这款小颗粒的。这种小包装正合适。,好评,5
在猫孩子一直吃的都是这款猫粮，其他品牌的猫粮它也不吃，而且这款猫粮的嗯量非常的足，买一包大概能吃一两个月，而且猫猫的毛发非常的光泽，很利于猫猫的身体健康，会继续继续继续回购的,好评,5
这款猫粮我以前的猫买过，后来猫丢了，新养的猫吃的其它的牌子的猫粮，双十一刷着刷着刷到了这款猫粮，价格不错，买了给猫吃着还行，不错,好评,5
入手麦富迪猫粮后，我家猫直接变成&ldquo;干饭喵&rdquo;😻。这款猫粮营养丰富，含有多种维生素和矿物质，能满足猫咪日常所需。而且价格实惠，性价比超高，我会一直回购的！,好评,5
麦富迪双拼冻干粮鸡肉三文鱼口味都不错，猫很喜欢吃，已经回购多次的一款猫粮，日期新鲜猫猫多消耗快，后续还会再回购一批囤着哈。,好评,5
麦富迪10kg猫粮是囤货党的高性价比之选，10kg大容量单价亲民，叠加活动后性价比突出，日期新鲜且包装便于保存，长期喂养这款猫粮，闭眼回购不踩雷。,好评,5
打开奶味很浓， 给小流浪们吃的 ， 希望每个小可爱都能度过这个冬季 。活动买很值得， 应该不是毒粮 。,好评,5
大概是一年以前，我也买过麦富迪的猫粮，效果非常好，但是苦于价格贵没继续买。现在有活动。果断继续吃回去。买一大袋，应该可以吃个2～3个月了吧。,好评,5
猫咪们都很爱吃这个猫粮 隔壁的猫咪也爱吃 外面的流浪猫们也是很爱吃 已经回购了好几次了 都是20斤20斤的买的 猫咪们吃的肥肥的,好评,5
从开始养猫就喂的这一款，猫咪非常喜欢吃这一款猫粮，有次中途因为没有猫粮了，掺了点其他猫粮，倒了一盆，放了半天也是没吃多少，新的猫粮买回来之后才开始吃起来。,好评,5
卖付地猫粮大品牌值得信赖四斤装的冻干很多外面的小猫们都很爱吃两天吃四斤非常好现在性价比也高京东送货上门配送快服务好推荐大家购买,好评,5
一直在给我家猫猫吃。这款麦富迪的猫粮囤货装更经济划算，赠品多多在京东购物安全放心。麦富迪值得信赖的品牌以后，还会经常回购的。在麦富迪购买猫粮安全放心好评,好评,5
物品收到挺不错的，还会再来的！没得说，物流那是杠杠杠的。必须赞！已经买了两次了不错。猫咪很爱吃，吃完再来回购。价格实惠，冻干丰富。,好评,5
一直给猫猫吃乖宝旗下的麦富迪猫粮和藻趣儿猫粮，偶尔买过一、二次佰萃猫粮，猫猫都很爱吃，还是大品牌好，质量不错，值得信赖。,好评,5
买了试用装，猫咪很爱吃，所以回购了大包装的，目前还在吃猫咪，确实是挺喜欢吃的，尤其是里面的大颗粒的三文鱼肉粒，每次都是把肉粒挑完了再吃其他的,好评,5
猫粮包装完好无损，看上去很正规。猫咪吃了之后状态良好，没有出现不良反应。卖家的服务也很周到，值得推荐。一直在用这个牌子，喵喵很喜欢,好评,5
猫猫吃，不抗拒，但是好像吃完后💩会比较臭。这个猫粮也很便宜很便宜，后面也没有回购这个了，买了其他别的品牌的。不确定好不好。,好评,5
又来囤货了，小猫粮库按时进货屯粮，冬季专线物流送货及时，小猫们免受宵夜没得吃的苦了，值得无限次回购等我麦富迪双拼三文鱼YYDS，小猫的守护神,好评,5
多次购买麦富迪双拼猫粮了，这次的猫粮冻干比较多，只是自家的猫不喜欢吃里面的冻干，不知道什么原因。价格实惠物流也很快。会回购。,好评,5
我家三只美短，一只布偶，这款猫粮结合其它猫粮零食混搭，多猫家庭必备，肉含量高，他家超级工厂产出的东西猫咪吃的放心，值得五星推荐,好评,5
麦富迪双拼猫粮已经购买多次了，包装很好，送货很快，快递员非常负责。猫粮的质量很好，小猫咪们很喜欢吃，消化很好，长得很结实。,好评,5
家里猫猫狗狗一直吃的麦富迪，每次开袋闻起来是香的，对大厂自有品牌制造的质量更相信一点的，小动物们长期吃各方面也很正常，价格公道经常有补贴折扣，尤其推荐给新手宠爸妈们。,好评,5
这款猫粮的质量非常好，猫咪非常喜欢吃，而且卖家的服务态度也非常好，发货速度很快，非常满意！ 猫咪会自己把袋子咬破偷吃，可见很不错,好评,5
麦富迪这款猫粮性价比超高 毛孩子吃了易消化，毛发好 配方营养均衡，家里的大橘色吃了以后变得更胖啦 无限回购的一款猫粮，已经推给同事了,好评,5
多次购买麦富迪的双拼粮，石原一斤的价格，自家猫一直吃这款，伴有其他品牌的烘焙粮，猫不胖不瘦，毕竟价格摆在那里，以后会回购。。,好评,5
我家猫一直爱吃这个好评满意 无限回购 jd价格便宜送货速度快 满意 里面是双拼粮食 有肉 大猫小猫都爱吃的很 肉干很好新鲜,好评,5
买给流浪猫的，一直喂的麦富迪这款猫粮，适口性不错，这款性价比比较高，不然投喂小流浪的成本太高，平时会搭配着弗列加特和麦富迪霸弗一起喂小流浪们，保证一点高品质主粮,好评,5
家里猫咪挺挑食的，每次吃不了几口，这款猫粮还可以吧，觉得这个牌子还行，价格也不贵，趁着有活动买了2袋，性价比不错，价格实惠！,好评,5
这款猫粮一直在用，目前为止还挺好的。家里的猫咪很喜欢吃，关键是价格也便宜。麦富迪也算是一个大牌子，我们也经常用总体上来说还是比较满意的。双11 搞活动价格也比较便宜，平价便宜就是首选这送,好评,5
家里的猫和流浪猫一直都是吃这个牌子的猫粮 这款三文鱼猫粮质量很好猫咪很喜欢吃一如既往的好 每天都为这个猫粮偶尔再配一些鸡胸肉和鱼肉,好评,5
一直在给我家猫吃这款麦富迪的猫粮价格合理，物流发货很快，店家服务态度特别好。宝贝吃过这个粮发育的特别好，在京东购物安全放心，下次还会回购的。希望麦富迪可以一直保持下去好评,好评,5
这款麦富迪的猫粮我家已经回购了好多年了，真的是性价比超高的一款粮，主要还是没有添加剂，吃着放心。猫咪都很爱吃，尤其是里面的冻干，每次都是先挑干净吃。,好评,5
家里丰子挑嘴，试过很多品牌都不爱吃，这次居然南后 动跑来过食。颗粒大小适中，嚼起来嚏嘣脆，天然肉 吉味很足没有音精味。成分安全，无谷配方对肠胃友 好，吃了之后毛发顺泪了不少，排便也正常。包装密 封性好，容易保存。,好评,5
猫粮收到好几天了，我家猫咪一直都是吃这个品牌的猫粮，猫咪爱吃，不掉毛，我家猫咪长得胖乎乎的，大品牌值得信赖， 好评，赞。,好评,5
麦富迪这款双拼猫粮是回购第二次了，我家猫咪喜欢也习惯了吃这个味道，物美价廉，物超所值，包装很好没有破损，五分好评了！！！,好评,5
猫粮收到了，猫很爱吃，从开始养就一直吃的这个牌子两年多了，物流也很快，很推荐，性价比高。☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️,好评,5
这款猫粮颗粒适中，我家猫咪很爱吃。营养配方科学，能满足猫咪日常营养需求，而且消化吸收好，猫咪吃后便便正常。快递包装严实，送货速度快，配送员服务态度也好，整体体验超棒。,好评,5
适口性好，主子吃得香，会回购～ _ 颗粒大小合适，猫猫超爱，满意! _ 营养均衡，换粮后猫咪状态不错～ _ 包装严实，猫咪爱吃，性价比高!,好评,5
麦富迪双拼猫粮，营养丰富刚打开包装看了一下，给流浪猫吃应该没问题，天冷了希望毛孩子们都能平平安安迊接春天的到来，尽自已的一份绵薄之力。,好评,5
麦富迪，大品牌值得信赖，看着不错，刚好刚活动，买了几包，猫也很喜欢吃冻干鲜粮，这个口味没吃过，买来给猫试吃看看。,好评,5
猫咪近期才换这款猫粮，没想到很顺心之前客服交待换粮方法没用上 ，猫咪很喜欢吃，还吃胖了，吃完了还会买的,好评,5
特别好，特别重，完全扛不起来，猫嘎嘎吃，买了八斤一个多星期就吃完了又买二十斤，唉希望小流浪挺过这个冬天,好评,5
猫粮收到了，猫咪吃得很好！猫咪瘦，需要补充营养，吃过一段时间后，看看效果再来评价。,好评,5
这款猫粮一直都在用，自己家的猫很爱吃，而且这一次买的猫粮里边，它的那个冻干非常的多，比以前买的都多,好评,5
一直喜欢麦麦富迪家的猫粮 ，感觉挺好的 这个拿来喂流浪猫 或者没猫粮的时候给自己家猫吃 都好。,好评,5
家中小猫之前很瘦，换了这个猫粮后，长胖好多，胃口也好了很多最喜欢吃里面的肉粒，很多肉粒也蛮香。,好评,5
还可以，还可以还可以，还可以。,中评,3
发货快，包装完好，虽然是双11，也就两天收到了，猫粮性价比很高，大厂有保证，我家猫很爱吃,好评,5
没的说了！这款猫粒已经吃了一年，猫咪们还很喜欢😻。粑粑很粗很正常😊 价格比皇家实在，关键是三只猫咪都喜欢！ 里面有冻干儿，营养丰富。回购了N次，两天到货，送货上门！,好评,5
猫猫喜欢吃。颗粒大小适口。猫猫吃了没有黑下巴。营养均衡，包装日期新鲜。一次囤几袋够用好久。京东物流神速，满意的。推荐麦富迪品牌。,好评,5
冻干量足，肉香浓用后郁，我家猫超爱吃。吃了一阵，毛发确实亮泽顺滑了些，美毛效果不错。肠胃方面也挺稳定，之前偶尔软便，现在便便正常。20斤装很划算，多猫家庭够用很久，值得试试,好评,5
多猫家庭这款猫粮挺适合，性价比高营养丰富，适口性好，猫咪爱吃，里面含有超肉粒冻干，橘红色的三文鱼碎，闻着很香，主要京东从下单到送达超快，不愁断粮，会继续回购的。,好评,5
同时买了幼猫粮和成猫粮两款，六个月的喵崽子都爱吃，不过更喜欢幼猫粮，颗粒小点。喵崽子现在油光锃亮的，体重也长上来了，真的是性价比超高的一款猫粮。,好评,5
这款猫粮超赞！颗粒大小适中，我家猫咪一闻就凑过来，吃得超香。含鲜肉成分，营养丰富，吃了段时间毛发顺滑发亮，便便也正常，会继续回购！,好评,5
打开就开始吃了，不用过度，猫咪很喜欢吃，大小颗粒都适合小猫，满满的冻干，还有淡淡奶香味，猫咪吃了没啥异常，价格合适，可以放心购买。,好评,5
麦富迪冻干猫粮，超肉粒搭配冻干三文鱼，肉含量高，营养丰富，猫咪超爱吃！10kg大包装，性价比超高。颗粒适口，易消化吸收，品质安全可靠。适合成猫日常喂食，是健康又实惠的优质猫粮，值得推荐！,好评,5
这款猫粮口感很好，猫咪食用后消化良好，便便正常，推荐购买。猫粮成分天然，无添加，猫咪吃了之后身体健康，毛色亮丽。包装严实，物流迅速，猫粮香味浓郁，猫咪喜欢吃，满意。,好评,5
这款猫粮，易于消化，包装便于储存，价格合理，有防过敏配方，易于消化，里面添加了两种冻干和肉类，猫咪十分爱吃，很喜欢这款猫粮，强烈推荐，价格实惠。,好评,5
这款粮食的被接受度很高，很多描部喜欢！邻居家的也喜欢吃！小颗粒，吃起来很方便，闻起来也很音，没有异味！最方便的是，里面2.5kg独立保鲜小包装，大包装还有密封条！储存很方便！,好评,5
麦富迪大品牌，主食双拼肉粒猫主粮长期回购，大猫小猫都能食用，营养均衡，光主粮未免单调，里面还添加了肉粒冻干，口感更加丰富美味，非常满意。物流也很快。nice,好评,5
幼猫超爱麦富迪这款冻干猫粮！满满的三文鱼冻干颗粒，掰开全是肉香，小家伙每次都光盘。吃了毛色变亮，肠胃也很适应，2kg装性价比高，新手养猫选它不踩雷～,好评,5
家人们，这款猫粮我真的无限回购!颗粒大小适中，不油腻。我家猫猫吃了毛发顺滑，便便正常，每次开饭都超积极，适口性绝了!真心推荐给各位铲屎官!,好评,5
这款添加了三文鱼冻干的双拼粮适口性很好，家里的猫咪非常爱吃，营养成分也适合宅家猫咪，品牌出品耶放心。 发货很快，赠送了一个试用装，平台优惠活动价格便宜。,好评,5
便宜实惠，安全性好，猫粮的口感很好，颗粒大小适中，猫咪吃起来很舒服，没有出现呕吐的情况，而且密封性也很好，保证了猫粮的新鲜度。,好评,5
这款猫粮里面有冻干，还有三文鱼碎屑，适口性不错，我家猫咪很爱吃，也没有出现软便等肠道不适情况。价格也便宜，性价比很高，会回购的。,好评,5
这款猫粮太赞了！猫咪超爱吃，以前挑食得厉害，现在顿顿光盘。吃了一段时间，毛发变亮顺了，拉的便便也正常。性价比高，会一直回购！,好评,5
一直购买麦富迪猫粮，猫粮的质量很好，没有异味，猫粮加冻干的搭配也很好，猫咪们很喜欢吃。包装设计很好，便于储存和喂食，会继续回购。,好评,5
麦富迪双拼成猫猫粮已经购买多次了，包装很好，送货很快，快递员非常负责。这款幼猫粮也购买两次了，猫粮的质量很好，小猫咪们很喜欢吃，消化很好，长得很结实。,好评,5
想给我家小崽子换粮，对比了很久选了这款麦富迪双拼粮，配方干净，添加了冻干肉粒，收到货就给小崽子安排了，崽崽很爱吃，吃段时间看看效果,好评,5
家里的猫猫已经三岁了，一直吃的麦富迪猫粮，麦富迪的品种丰富，各种口味换着吃，猫咪非常喜欢，特别是这款双拼粮，添加了冻干肉粒三文鱼和益生菌，营养丰富又健康，猫咪可爱吃了,好评,5
一直吃的麦富迪家的猫粮，猫咪已经养了6年了，现在16斤重，除了尿结石，没生过病，很健康。尿结石可以多喂水，猫条掺水喂，特别是秋冬季容易复发。不严重可以不用手术。,好评,5
家里俩毛孩子超爱吃这款猫粮！适口性绝了，便便健康不软便，毛发也顺亮不少。成分天然营养足，性价比很高，会一直回购！🐾❤️,好评,5
我家猫多，四只猫，大的五岁多，小的半岁，它们都爱吃，不挑食，吃了这么多年了，猫咪都很健康，不掉毛，不生病。成分也安全，性价比高。,好评,5
麦富迪三文鱼猫粮太可了！超肉粒冻干超多，猫咪超爱。吃了毛发亮泽顺滑，护肠胃效果好，便便正常。2kg装方便，性价比高，会一直回购！,好评,5
东西收到，京东快递非常好，昨天下单今天到，产品性价比很高，猫咪爱吃，有肉成分，是否有祝牙齿健康得用一段时间才知道，产品包装很好，还会回购,好评,5
猫粮很好，很不错，喂流浪猫很喜欢吃，但是却越买越贵，希望多点优惠多点福利，发货很快，第二天就到了，包装很完整，含肉量不高，喂喂流浪猫就好了，不建议给家里面的猫吃,好评,5
第二次购买该品牌的猫粮，拿去给陈猫跟小猫吃，看起来他们都非常的喜欢。后面会持续的使用该品牌的猫粮，也值得推荐大家使用。 营养是均衡的，在消化的部分看他们吃的都很好。比较了其他品牌的猫粮价格，应该都是属于合理的价格范围内,好评,5
这款猫粮非常好，猫咪非常喜欢吃。营养成分均衡，对猫咪的毛色、精神状态都有很好的改善。商家服务态度好，发货速度快，包装严实。猫粮质量也很好，猫咪吃了之后没有任何不良反应。,好评,5
